text,category
Tagihan paket data roaming bulan,Utilitas
obat kumur antiseptik resep,Kesehatan
sewa mobil harian,Transportasi
Harga konsultasi psikolog,Kesehatan
obat maag,Kesehatan
Total langganan aplikasi hiburan,Utilitas
Harga obat alergi paket,Kesehatan
Harga alat pengukur tekanan darah resep,Kesehatan
angkot jarak dekat kali,Transportasi
Biaya paket data roaming,Utilitas
obat penambah nafsu makan resep,Kesehatan
Total tas belanja eco baru,Belanja
pelatihan robotik semester,Pendidikan
Harga warung nasi uduk,Makanan dan Minuman
langganan Spotify periode,Utilitas
Harga sop buntut komplit,Makanan dan Minuman
Biaya tiket kereta cepat hari,Transportasi
celana pendek baru,Belanja
dimsum ayam udang x1,Makanan dan Minuman
kerupuk udang x1,Makanan dan Minuman
Biaya minyak telon,Kesehatan
ganti oli mesin km,Transportasi
biaya kursus coding periode,Pendidikan
Biaya buku ulangan harian,Pendidikan
krim anti bakteri resep,Kesehatan
suplemen untuk lansia satuan,Kesehatan
krim pelembap kulit resep,Kesehatan
pembayaran listrik bulanan,Utilitas
Tiket membership gym malam,Hiburan
kursus coding,Pendidikan
total kursus digital marketing program,Pendidikan
langganan aplikasi hiburan,Hiburan
tarif bensin mobil,Transportasi
Harga suplemen omega-3 satuan,Kesehatan
tiket commuter line,Transportasi
Tarif angkot jalur A,Transportasi
kalkulator ilmiah program,Pendidikan
tagihan pln pascabayar periode,Utilitas
Biaya gojek ke kantor kali,Transportasi
Harga jaket windbreaker,Belanja
Harga buku ulangan harian,Pendidikan
biaya penggaris semester,Pendidikan
biaya konsultasi psikolog resep,Kesehatan
plester kompres demam,Kesehatan
kursus fotografi smartphone program,Pendidikan
token listrik aktif,Utilitas
biaya servis suspensi kali,Transportasi
langganan layanan streaming hari,Hiburan
grab ke bandara hari,Transportasi
Harga langganan aplikasi podcast,Hiburan
churros cokelat saus,Makanan dan Minuman
langganan platform musik,Utilitas
Total obat flu paket,Kesehatan
ke lapangan golf mini,Hiburan
Tarif cuci mobil detailing,Transportasi
tol dalam kota,Transportasi
kaca mata hitam,Belanja
perbaikan lampu mobil,Transportasi
tagihan air rumah tangga aktif,Utilitas
Biaya buku panduan kuliah,Pendidikan
Harga multivitamin anak resep,Kesehatan
tiket turnamen esports,Hiburan
langganan platform edukasi aktif,Utilitas
obat maag satuan,Kesehatan
harga konsultasi dokter,Kesehatan
Total biaya langganan YouTube Premium periode,Utilitas
obat penambah nafsu makan resep,Kesehatan
Tagihan paket data Indosat periode,Utilitas
Biaya biaya praktikum,Pendidikan
Harga es kopi gula aren,Makanan dan Minuman
pelatihan Microsoft Excel semester,Pendidikan
taksi bandara kali,Transportasi
Biaya tiket acara kuliner,Hiburan
Total kerudung syar'i,Belanja
Total mie instan kuah pedas,Makanan dan Minuman
total mie ayam spesial,Makanan dan Minuman
total kursus editing video periode,Pendidikan
Harga jaket parasut baru,Belanja
pulsa Indosat,Utilitas
tol luar kota,Transportasi
obat herbal untuk tidur paket,Kesehatan
Diskon kemeja batik,Belanja
Biaya multivitamin anak,Kesehatan
Biaya service rem mobil,Transportasi
langganan game online,Utilitas
sewa sepatu roda,Hiburan
Total burger double cheese,Makanan dan Minuman
Harga ayam crispy saus keju,Makanan dan Minuman
Biaya isi nitrogen ban kali,Transportasi
Tiket nonton live music,Hiburan
ke arena trampolin malam,Hiburan
Harga biaya buku pelajaran periode,Pendidikan
smartphone baru,Belanja
membership gym malam,Hiburan
internet rumah unlimited bulan,Utilitas
tahu isi goreng,Makanan dan Minuman
perbaikan ban motor,Transportasi
Biaya kertas folio,Pendidikan
Total power bank slim promo,Belanja
total jaket kulit unit,Belanja
pancake cokelat,Makanan dan Minuman
Total langganan aplikasi membaca,Utilitas
Biaya biaya pemasangan IndiHome,Utilitas
ikan bakar rica,Makanan dan Minuman
sewa kendaraan roda empat,Transportasi
Harga dimsum ayam udang porsi,Makanan dan Minuman
spbu shell,Transportasi
Harga kalkulator ilmiah,Pendidikan
konsultasi gizi,Kesehatan
es kopi gula aren,Makanan dan Minuman
harga bebek goreng sambal ijo x1,Makanan dan Minuman
hijab pashmina baru,Belanja
parkir motor mall hari,Transportasi
harga churros cokelat saus porsi,Makanan dan Minuman
Harga obat pilek resep,Kesehatan
Tarif spbu pertamina,Transportasi
air minum kemasan aktif,Utilitas
tiket konser musik malam,Hiburan
Harga stabilo warna-warni,Pendidikan
hand sanitizer,Kesehatan
topi snapback baru,Belanja
Diskon mouse wireless unit,Belanja
tagihan air rumah tangga,Utilitas
Biaya nonton pertunjukan seni,Hiburan
Harga kertas grafik,Pendidikan
Total obat diare,Kesehatan
rp kue cubit mini,Makanan dan Minuman
total iuran bulanan air bersih bulan,Utilitas
air minum kemasan,Utilitas
Total langganan platform belajar,Pendidikan
tiket roller coaster jam,Hiburan
Biaya bermain escape room,Hiburan
Harga es teler jumbo paket,Makanan dan Minuman
Harga serum wajah vitamin C satuan,Kesehatan
es teler jumbo porsi,Makanan dan Minuman
Tagihan langganan Amazon Prime,Utilitas
total iuran rt/rw bulan,Utilitas
sepatu pantofel baru,Belanja
vitamin immune,Kesehatan
Harga krim anti nyeri resep,Kesehatan
Biaya game mobile premium,Hiburan
Harga pelatihan desain grafis,Pendidikan
termometer digital satuan,Kesehatan
teh tarik hangat porsi,Makanan dan Minuman
modul pelajaran semester,Pendidikan
Biaya membership klub kebugaran,Hiburan
Tagihan langganan aplikasi hiburan aktif,Utilitas
pembayaran Spotify Premium,Utilitas
Harga tas tote bag,Belanja
Biaya parkir mobil km,Transportasi
harga membership taman olahraga,Hiburan
Biaya obat pereda nyeri,Kesehatan
Biaya taksi bandara km,Transportasi
alat gambar teknik periode,Pendidikan
buku teks matematika semester,Pendidikan
air minum kemasan,Utilitas
nasi liwet komplit paket,Makanan dan Minuman
total pembersih luka,Kesehatan
biaya tambal ban motor kali,Transportasi
total langganan streaming periode,Utilitas
kelas vokal,Pendidikan
kemeja batik,Belanja
persewaan film online,Hiburan
Biaya paket data XL periode,Utilitas
pelatihan desain grafis semester,Pendidikan
Diskon kaca mata hitam baru,Belanja
Biaya langganan streaming video,Hiburan
Harga tiket VIP konser,Hiburan
Biaya pembelian karakter game,Hiburan
kartu tol elektronik,Transportasi
tiket masuk zoo,Hiburan
bermain tenis meja,Hiburan
Biaya modul belajar,Pendidikan
puding cokelat lembut,Makanan dan Minuman
kertas HVS,Pendidikan
Tagihan paket data roaming aktif,Utilitas
Harga es teh lemon x1,Makanan dan Minuman
tagihan iuran air bersih,Utilitas
Tarif parkir harian mall km,Transportasi
harga pelatihan manajemen waktu semester,Pendidikan
ke taman bermain hari,Hiburan
total obat diare anak,Kesehatan
pembelian DLC game hari,Hiburan
Total tiket ferry hari,Transportasi
stabilo warna-warni periode,Pendidikan
Harga kertas grafik,Pendidikan
Biaya pembelian oli mesin kali,Transportasi
tiket langganan aplikasi musik,Hiburan
pembayaran hosting website,Utilitas
harga sweater rajut,Belanja
Harga pancake cokelat,Makanan dan Minuman
salad sayur mayones,Makanan dan Minuman
obat herbal asma satuan,Kesehatan
Rp wedang ronde,Makanan dan Minuman
warung nasi uduk paket,Makanan dan Minuman
membership spa jam,Hiburan
headset wireless,Belanja
Total buku grammar semester,Pendidikan
Biaya langganan Netflix jam,Hiburan
Harga ke taman bermain,Hiburan
tas laptop unit,Belanja
cuci mobil detailing,Transportasi
Harga buku cetak bahasa Inggris semester,Pendidikan
bakwan jagung,Makanan dan Minuman
membership gym jam,Hiburan
langganan jurnal,Pendidikan
total kosmetik set baru,Belanja
langganan wifi bulanan aktif,Utilitas
langganan Disney+,Hiburan
milkshake vanilla,Makanan dan Minuman
kaos olahraga baru,Belanja
harga baju jersey,Belanja
Total kelas pembelajaran online,Pendidikan
Rp sushi sashimi mix paket,Makanan dan Minuman
pembelian karakter animasi,Hiburan
Harga es krim cone paket,Makanan dan Minuman
Total buku grammar program,Pendidikan
kursus privat,Pendidikan
Harga kelas pengembangan diri,Pendidikan
alat gambar teknik,Pendidikan
pembalut luka steril satuan,Kesehatan
antiseptik cair resep,Kesehatan
Rp churros cokelat saus porsi,Makanan dan Minuman
stabilo warna-warni periode,Pendidikan
Tiket tiket taman hiburan,Hiburan
harga mie instan kuah pedas,Makanan dan Minuman
kursus animasi,Pendidikan
alat ukur gula darah satuan,Kesehatan
kursus editing video,Pendidikan
Tarif biaya servis suspensi hari,Transportasi
krim penghilang bekas luka resep,Kesehatan
Total langganan jurnal ilmiah periode,Pendidikan
Total kue cubit mini porsi,Makanan dan Minuman
Biaya tarif angkot malam kali,Transportasi
bakso komplit,Makanan dan Minuman
total buku panduan presentasi,Pendidikan
buku sejarah,Pendidikan
headset gaming,Belanja
suplemen omega-3 resep,Kesehatan
tiket konser hari,Hiburan
earbud noise cancelling unit,Belanja
langganan aplikasi produktivitas aktif,Utilitas
alat ukur geometri,Pendidikan
Total kaca mata hitam,Belanja
Diskon kemeja batik promo,Belanja
obat pilek resep,Kesehatan
es campur segar,Makanan dan Minuman
Total kereta api eksekutif,Transportasi
Harga topi fedora baru,Belanja
Harga ayam bakar kecap paket,Makanan dan Minuman
tiket wisata budaya malam,Hiburan
bus ekonomi AC kali,Transportasi
rapid test,Kesehatan
perbaikan ban motor hari,Transportasi
Biaya langganan TV kabel hiburan,Hiburan
langganan aplikasi film,Hiburan
bengkel mobil besar km,Transportasi
Total mouse gaming baru,Belanja
Biaya voucher game digital,Hiburan
elektronik murah promo,Belanja
biaya berlangganan aplikasi,Utilitas
omelette sayur x1,Makanan dan Minuman
total tas branded unit,Belanja
Tagihan langganan Disney+,Utilitas
Biaya konsultasi gizi,Kesehatan
Biaya buku teknik sipil,Pendidikan
Harga suplemen zat besi,Kesehatan
Harga kelas memasak program,Pendidikan
Total modul uji kompetensi,Pendidikan
Harga kapsul echinacea,Kesehatan
Diskon tas belanja eco promo,Belanja
Total blazer wanita unit,Belanja
Biaya test kit diabetes resep,Kesehatan
total sewa kendaraan roda empat,Transportasi
Total tiket KRL Jabodetabek,Transportasi
Harga sepatu slip-on baru,Belanja
Tarif ban mobil baru,Transportasi
Biaya krim pencerah kulit paket,Kesehatan
token listrik prabayar 50k periode,Utilitas
harga topi snapback unit,Belanja
modul praktikum periode,Pendidikan
Biaya biaya pemakaian listrik,Utilitas
biaya langganan YouTube Premium periode,Utilitas
Tagihan biaya berlangganan aplikasi aktif,Utilitas
sepatu boots promo,Belanja
Total tas tote bag unit,Belanja
Harga parfum travel,Belanja
iuran air tanah periode,Utilitas
mouse wireless,Belanja
obat batuk paket,Kesehatan
Diskon parfum original unit,Belanja
sabun antiseptik,Kesehatan
Harga tablet kalsium resep,Kesehatan
Harga modul belajar program,Pendidikan
Rp smoothie mangga,Makanan dan Minuman
tiket wahana taman air jam,Hiburan
biaya kelas bahasa korea,Pendidikan
total iuran saluran air periode,Utilitas
krim anti nyeri satuan,Kesehatan
Total sewa mobil dengan supir,Transportasi
Biaya iuran RT/RW,Utilitas
krim penghilang bekas luka,Kesehatan
Harga tiket pertandingan sepak bola,Hiburan
Biaya langganan Crunchyroll,Hiburan
Harga buku komik baru,Belanja
masker medis satuan,Kesehatan
es teler jumbo,Makanan dan Minuman
biaya pembelian pulsa telkomsel,Utilitas
topi fedora,Belanja
suplemen untuk lansia resep,Kesehatan
Tagihan langganan Netflix bulanan periode,Utilitas
Total alat gambar teknik periode,Pendidikan
tiket bioskop jam,Hiburan
pembelian soundtrack game malam,Hiburan
ke pameran seni hari,Hiburan
buku kuliah,Pendidikan
Biaya tablet multivitamin wanita,Kesehatan
pengisian bensin premium km,Transportasi
Harga permainan timezone,Hiburan
Total roti tawar selai,Makanan dan Minuman
biaya pulsa indosat aktif,Utilitas
isi bensin pertalite,Transportasi
langganan aplikasi podcast malam,Hiburan
tablet kalsium satuan,Kesehatan
Biaya bermain futsal,Hiburan
Harga dimsum ayam udang x1,Makanan dan Minuman
kelas memasak,Pendidikan
burger ayam spesial,Makanan dan Minuman
harga langganan aplikasi podcast,Hiburan
Harga kursus animasi periode,Pendidikan
serum vitamin E,Kesehatan
biaya langganan youtube premium,Hiburan
kelas pengembangan diri semester,Pendidikan
jam tangan promo,Belanja
Tagihan langganan cloud storage,Utilitas
Harga pembelian emote game malam,Hiburan
tiket ke taman safari,Hiburan
Total rok mini,Belanja
Harga kertas folio program,Pendidikan
total milkshake vanilla paket,Makanan dan Minuman
kaos polos unit,Belanja
Harga kelas psikologi,Pendidikan
pembayaran bulanan Netflix,Utilitas
harga voucher film digital,Hiburan
Biaya langganan Netflix,Hiburan
tarif angkot malam hari,Transportasi
minuman suplemen kesehatan resep,Kesehatan
ojek pangkalan,Transportasi
angkot jarak dekat hari,Transportasi
buku catatan periode,Pendidikan
tarif ojek ke pasar hari,Transportasi
Total sewa mobil harian,Transportasi
Harga biaya perpustakaan semester,Pendidikan
tiket tiket turnamen esports hari,Hiburan
Biaya pembelian karakter game,Hiburan
iuran televisi digital periode,Utilitas
tas selempang unit,Belanja
biaya bermain futsal,Hiburan
jus jeruk murni porsi,Makanan dan Minuman
biaya parkir gedung,Transportasi
Biaya nonton film digital,Hiburan
obat demam resep,Kesehatan
Total parkir harian mall,Transportasi
jaket hoodie,Belanja
rok mini,Belanja
daging sapi panggang porsi,Makanan dan Minuman
sewa kendaraan roda empat,Transportasi
keripik kentang pedas,Makanan dan Minuman
token listrik,Utilitas
earphone bluetooth,Belanja
bermain futsal,Hiburan
buku biografi baru,Belanja
Total alat cek saturasi oksigen,Kesehatan
Total es cendol dawet,Makanan dan Minuman
Tagihan iuran televisi digital,Utilitas
Total cupcake cokelat,Makanan dan Minuman
biaya langganan aplikasi streaming,Utilitas
buku referensi semester,Pendidikan
biaya langganan netflix bulanan,Utilitas
Harga masker medis,Kesehatan
kursus robotika periode,Pendidikan
pecel lele paket x1,Makanan dan Minuman
biaya praktikum program,Pendidikan
Total biaya WiFi kantor,Utilitas
baju casual baru,Belanja
air minum galon bulan,Utilitas
headphone over-ear baru,Belanja
langganan aplikasi olahraga periode,Utilitas
Biaya tambal ban motor,Transportasi
harga kelas pengembangan diri,Pendidikan
Total biaya antar logistik,Transportasi
pembelian skin game,Hiburan
nonton pertunjukan seni malam,Hiburan
solar untuk truk,Transportasi
parkir mobil kali,Transportasi
langganan HBO GO,Utilitas
Biaya iuran televisi digital,Utilitas
paket data xl,Utilitas
warung nasi uduk,Makanan dan Minuman
pembelian tiket game online,Hiburan
roti bakar cokelat,Makanan dan Minuman
Rp ayam rica rica,Makanan dan Minuman
ayam goreng lalapan paket,Makanan dan Minuman
Harga minyak telon,Kesehatan
krim anti alergi paket,Kesehatan
biaya parkir gedung hari,Transportasi
biaya pelatihan soft skills semester,Pendidikan
Total roti sobek pandan,Makanan dan Minuman
ganti oli motor,Transportasi
puding cokelat lembut x1,Makanan dan Minuman
biaya pembelian tiket pameran jam,Hiburan
Biaya obat herbal satuan,Kesehatan
total pensil warna periode,Pendidikan
masker anak-anak,Kesehatan
Rp bakwan jagung porsi,Makanan dan Minuman
Rp donat tabur gula,Makanan dan Minuman
Harga baju formal,Belanja
Harga dompet travel baru,Belanja
Biaya tiket commuter line,Transportasi
Total parkir motor mall km,Transportasi
kelas retorika,Pendidikan
tiket stand-up comedy,Hiburan
kaos polos,Belanja
tiket MRT bulanan,Transportasi
buku panduan presentasi semester,Pendidikan
suplemen zat besi,Kesehatan
inhaler asma,Kesehatan
Biaya internet paket keluarga,Utilitas
Biaya Spotify Premium,Hiburan
grab car pagi,Transportasi
tiket langganan crunchyroll,Hiburan
jam tangan pintar,Belanja
tablet herbal relaksasi paket,Kesehatan
total kursus keuangan,Pendidikan
burger ayam spesial,Makanan dan Minuman
harga obat alergi,Kesehatan
Biaya alat tes kolesterol paket,Kesehatan
Rp milkshake vanilla x1,Makanan dan Minuman
nonton live music,Hiburan
tiket nonton konser virtual,Hiburan
total modul kursus singkat semester,Pendidikan
modul pelajaran,Pendidikan
tiket mrt km,Transportasi
sling bag wanita,Belanja
biaya tas laptop untuk pelajar program,Pendidikan
stabilo warna-warni,Pendidikan
Harga ayam geprek pedas x1,Makanan dan Minuman
tiket kereta ekonomi hari,Transportasi
ke taman bermain,Hiburan
set kosmetik lengkap,Belanja
sup tom yam,Makanan dan Minuman
perbaikan lampu mobil hari,Transportasi
pembelian pulsa internet aktif,Utilitas
Harga jam tangan pintar unit,Belanja
alat praktikum periode,Pendidikan
langganan platform belajar,Pendidikan
buku fisika program,Pendidikan
Harga buku referensi,Pendidikan
Tagihan pembelian pulsa internet periode,Utilitas
kursus pemrograman Python periode,Pendidikan
tas sekolah semester,Pendidikan
biaya konser musik jam,Hiburan
tarif ojek ke pasar,Transportasi
pembayaran TV satelit,Utilitas
modul praktikum periode,Pendidikan
Tarif angkot jarak dekat,Transportasi
biaya iuran keamanan periode,Utilitas
alat ukur gula darah resep,Kesehatan
headphone over-ear,Belanja
pizza deluxe pepperoni,Makanan dan Minuman
Harga ujian sertifikasi program,Pendidikan
sup tom yam,Makanan dan Minuman
Total martabak cokelat keju paket,Makanan dan Minuman
Total serum vitamin E,Kesehatan
Total langganan materi online periode,Pendidikan
Biaya telepon rumah periode,Utilitas
aksesoris hp unit,Belanja
nonton pertunjukan seni malam,Hiburan
total alat bantu tidur,Kesehatan
buku grammar,Pendidikan
biaya praktikum,Pendidikan
diskon rok panjang promo,Belanja
tagihan langganan streaming aktif,Utilitas
Harga sarung tangan motor,Belanja
paket data unlimited bulan,Utilitas
Total buku ensiklopedia program,Pendidikan
kelas retorika semester,Pendidikan
Total sosis bakar BBQ,Makanan dan Minuman
Harga milkshake vanilla,Makanan dan Minuman
Biaya tablet vitamin D satuan,Kesehatan
salad sayur mayones paket,Makanan dan Minuman
Harga nasi goreng spesial,Makanan dan Minuman
